Manufacturer,Model,City,Fueltype,kms,color,pwr_steering,man_year,price
Mercedes Benz, GLE 250 d ,New Delhi,Diesel,"25,000 KM",Black,Yes,2016,"52,00,000"
Ford, EcoSport 1.5 TDCi Ambiente (MT) Diesel ,New Delhi,Diesel,"54,000 KM",White,Yes,2014,"5,90,000"
Maruti Suzuki, Ignis Delta 1.2 MT ,New Delhi,Petrol,"2,400 KM",Orange,Yes,2017,"5,00,000"
Hyundai, Verna Fluidic 1.6 CRDI SX Opt AT ,New Delhi,Diesel,"42,000 KM",Silver,Yes,2014,"7,15,000"
Mahindra, Scorpio VLX Airbag BS IV ,New Delhi,Diesel,"52,300 KM",White,Yes,2012,"6,90,000"
Maruti Suzuki, Gypsy King HT BS IV ,New Delhi,Petrol,"39,000 KM",White,Yes,2015,"4,71,000"
Maruti Suzuki, Gypsy King HT BS IV ,New Delhi,Petrol,"46,000 KM",White,Yes,2012,"3,65,000"
Mahindra, Scorpio SLE BS IV ,New Delhi,Diesel,"63,000 KM",White,Yes,2011,"5,50,000"
Hyundai, Santro Xing GL ,New Delhi,Petrol,"65,000 KM",Silver,Yes,2008,"1,35,000"
Mercedes Benz, C Class 200 K Elegance AT ,New Delhi,Petrol,"75,000 KM",Silver,Yes,2010,"7,51,000"
Ford, EcoSport 1.5 TDCi Titanium(O) MT Diesel ,New Delhi,Diesel,"21,000 KM",White,Yes,2016,"8,75,000"
Maruti Suzuki, Swift Dzire VXi ,New Delhi,Petrol,"65,255 KM",Grey,Yes,2008,"2,40,000"
Maruti Suzuki, Swift Dzire VDi ,New Delhi,Diesel,"56,000 KM",Grey,Yes,2014,"5,40,000"
Hyundai, Verna Fluidic 1.6 CRDI SX ,New Delhi,Diesel,"55,000 KM",White,Yes,2015,"6,75,000"
Volkswagen, Polo Comfortline 1.2L (P) ,New Delhi,Petrol,"36,000 KM",Blue,Yes,2014,"3,95,000"
Ford, Endeavour XLT 4X4 ,New Delhi,Diesel,"72,000 KM",Black,Yes,2005,"3,40,000"
Honda, Brio S MT ,New Delhi,Petrol,"16,500 KM",White,Yes,2016,"4,50,000"
Ford, EcoSport 1.5 Ti-VCT Titanium (AT) Petrol ,New Delhi,Petrol,"32,000 KM",Black,Yes,2014,"7,00,000"
Honda, City 2014 VX(O) 1.5L i-VTEC Sunroof ,New Delhi,Petrol,"13,000 KM",Red,Yes,2016,"9,25,000"
Honda, City 2014 V 1.5L i-VTEC ,New Delhi,Petrol,"20,000 KM",Silver,Yes,2017,"10,75,000"
Honda, City 2014 VX 1.5L i-VTEC ,New Delhi,Petrol,"20,000 KM",Silver,Yes,2016,"9,50,000"
Honda, Accord 2.4 VTi L MT ,New Delhi,Petrol,"40,000 KM",Silver,Yes,2007,"3,00,000"
Mercedes Benz, C Class 220 CDI Avantgarde ,New Delhi,Diesel,"34,000 KM",White,Yes,2015,"28,00,000"
Audi, A6 35 TDI Premium ,New Delhi,Diesel,"25,000 KM",White,Yes,2015,"30,00,000"
Mini, Countryman Cooper D ,New Delhi,Diesel,"2,500 KM",Grey,Yes,2015,"26,00,000"
Audi, Q5 2.0 TDI quattro Premium ,New Delhi,Diesel,"41,000 KM",Gold,Yes,2013,"24,00,000"
Maruti Suzuki, Swift VXi ,New Delhi,Petrol,"54,505 KM",Silver,Yes,2013,"3,90,000"
Maruti Suzuki, Omni 8 STR BS III ,New Delhi,Petrol,"27,000 KM",White,No,2008,"1,20,000"
Audi, A6 2.7 TDI ,New Delhi,Diesel,"61,000 KM",Blue Black,Yes,2011,"13,90,000"
Maruti Suzuki, Ertiga ZDI BS IV(WITH ALLOY) ,New Delhi,Diesel,"51,305 KM",White,Yes,2014,"6,45,000"
Mahindra, TUV300 T8+ MT ,New Delhi,Diesel,"28,070 KM",Silver,Yes,2016,"7,75,000"
Honda, City 1.5 S MT ,New Delhi,Petrol,"49,891 KM",Gold,Yes,2011,"3,75,000"
BMW, 5 Series 520d M Sport ,New Delhi,Diesel,"10,000 KM",White,Yes,2017,"46,71,000"
BMW, 5 Series 530d Sedan M Sport ,New Delhi,Diesel,"10,000 KM",White,Yes,2017,"49,00,000"
Hyundai, Creta 1.6 SX Plus AT Petrol ,New Delhi,Petrol,"9,000 KM",White,Yes,2017,"13,00,000"
Toyota, Camry 2.5L Automatic ,New Delhi,Petrol,"1,09,000 KM",Silver,Yes,2013,"8,90,000"
Audi, A6 2.7 TDI ,New Delhi,Diesel,"75,000 KM",Silver,Yes,2010,"10,50,000"
BMW, 5 Series 520d Sedan ,New Delhi,Diesel,"80,000 KM",White,Yes,2011,"15,50,000"
Audi, A4 35 TDI Premium ,New Delhi,Diesel,"60,000 KM",Grey,Yes,2014,"17,90,000"
Audi, Q5 3.0 TDI quattro Technology Pack ,New Delhi,Diesel,"38,000 KM",Black,Yes,2014,"27,51,000"
Toyota, Innova Crysta 2.8 ZX AT 7 Str ,New Delhi,Diesel,"9,500 KM",Grey,Yes,2017,"23,00,000"
Renault, Duster RxL Diesel 85PS ,New Delhi,Diesel,"69,000 KM",Silver,Yes,2013,"4,95,000"
Volkswagen, Polo GT TSI ,New Delhi,Petrol,"31,000 KM",Red,Yes,2015,"6,50,000"
Maruti Suzuki, Ritz Vxi BS IV ,New Delhi,Petrol+Cng,"39,000 KM",Silver,Yes,2013,"3,25,000"
Skoda, Laura Ambiente 1.9 TDI AT ,New Delhi,Diesel,"52,000 KM",Silver,Yes,2012,"5,40,000"
Hyundai, Creta 1.6 SX Plus AT Petrol ,New Delhi,Petrol,"9,000 KM",Silver,Yes,2017,"12,95,000"
Mahindra, Bolero Power Plus ZLX ,New Delhi,Diesel,"53,672 KM",White,Yes,2014,"5,80,000"
Toyota, Corolla Altis 1.8G L ,New Delhi,Petrol,"9,600 KM",White,Yes,2016,"14,75,000"
Mahindra, XUV500 W8 AWD ,New Delhi,Diesel,"43,000 KM",Maroon,Yes,2014,"8,50,000"
Volkswagen, Polo Highline1.2L (D) ,New Delhi,Diesel,"65,000 KM",Silver,Yes,2013,"3,75,000"
Hyundai, i20 Asta Petrol ,New Delhi,Petrol,"78,000 KM",White,Yes,2011,"2,75,000"
Honda, Amaze S MT Petrol ,New Delhi,Petrol,"29,000 KM",Silver,Yes,2014,"4,35,000"
Audi, Q7 3.0 TDI quattro Technology Pack ,New Delhi,Diesel,"27,000 KM",White,Yes,2014,"40,00,000"
Mercedes Benz, C Class C 220 CDI Style ,New Delhi,Diesel,"29,000 KM",Black,Yes,2015,"32,00,000"
Audi, A6 2.0 TDI Premium ,New Delhi,Diesel,"30,000 KM",White,Yes,2015,"30,00,000"
Mercedes Benz, M Class ML 250 ,New Delhi,Diesel,"52,000 KM",Brown,No,2015,"36,00,000"
Mahindra, Scorpio S4 Plus 4WD 1.99 ,New Delhi,Diesel,"28,000 KM",White,Yes,2016,"13,00,000"
Mercedes Benz, B Class B180 CDI Style ,New Delhi,Diesel,"21,000 KM",White,Yes,2014,"16,00,000"
Mercedes Benz, E Class E250 CDI Avantgarde ,New Delhi,Diesel,"38,000 KM",Grey,Yes,2014,"26,50,000"
BMW, X1 sDrive20d ,New Delhi,Diesel,"51,000 KM",White,Yes,2013,"13,50,000"
Hyundai, i10 Magna 1.2 Kappa2 ,New Delhi,Petrol,"53,000 KM",White,Yes,2012,"2,50,000"
Mercedes Benz, C Class 200 CGI Avantgarde ,New Delhi,Petrol,"49,000 KM",White,Yes,2010,"11,00,000"
Hyundai, Creta 1.6 SX Plus AT Petrol ,New Delhi,Petrol,"6,900 KM",White,Yes,2017,"13,15,000"
Mercedes Benz, GLE 250 d ,New Delhi,Diesel,"8,000 KM",White,Yes,2016,"63,00,000"
Isuzu, D Max V Cross 4x4 ,New Delhi,Diesel,"21,039 KM",White,Yes,2017,"13,50,000"
Maruti Suzuki, Swift VDi ,New Delhi,Diesel,"60,000 KM",White,Yes,2012,"3,75,000"
Mercedes Benz, GLC 220 d ,New Delhi,Diesel,650 KM,White,Yes,2018,"50,00,000"
Volvo, XC90 D5 AWD ,New Delhi,Diesel,"88,000 KM",Black,Yes,2014,"27,00,000"
Maruti Suzuki, Wagon R 1.0 MC VXI (ABS-Airbag) ,New Delhi,Petrol,"46,000 KM",White,Yes,2013,"2,80,000"
Mahindra, XUV500 W8 4 X 2 ,New Delhi,Diesel,"63,000 KM",White,Yes,2013,"7,60,000"
Mahindra, XUV500 W8 4 X 2 ,New Delhi,Diesel,"65,000 KM",Black,Yes,2013,"7,50,000"
Maruti Suzuki, Swift Dzire ZXi ,New Delhi,Petrol,"51,465 KM",Silver,Yes,2008,"2,75,000"
Renault, Duster RxL Diesel 110PS ,New Delhi,Diesel,"49,430 KM",White,Yes,2013,"5,50,000"
Maruti Suzuki, SX4 VXi ,New Delhi,Petrol,"69,623 KM",Gold,Yes,2010,"2,75,000"
Maruti Suzuki, Wagon R LXI ,New Delhi,Petrol,"65,000 KM",Black,Yes,2006,"1,00,000"
Toyota, Innova 2.5 G (Diesel) 7 STR Euro3 ,New Delhi,Diesel,"76,256 KM",Silver,Yes,2011,"6,75,000"
Mahindra, Scorpio SLE BS III ,New Delhi,Diesel,"97,872 KM",White,Yes,2012,"5,75,000"
Maruti Suzuki, Baleno Zeta Petrol ,New Delhi,Petrol,"14,932 KM",Grey,Yes,2015,"6,25,000"
Volkswagen, Polo Comfortline 1.2L (D) ,New Delhi,Diesel,"47,262 KM",Silver,Yes,2012,"3,50,000"
Ford, Mustang GT Fastback 5.0L v8 ,New Delhi,Petrol,"2,400 KM",Red,Yes,2016,"62,00,000"
Ford, Endeavour 3.0L 4x4 AT ,New Delhi,Diesel,"80,000 KM",Silver,Yes,2014,"13,00,000"
Toyota, Corolla Altis 1.8 J ,New Delhi,Petrol,"30,000 KM",Silver,Yes,2010,"4,25,000"
Renault, Duster RxZ Diesel 110PS ,New Delhi,Diesel,"22,000 KM",Silver,Yes,2013,"6,75,000"
Maruti Suzuki, Wagon R 1.0 MC VXI ,New Delhi,Petrol+Cng,"58,687 KM",Silver,Yes,2011,"2,50,000"
Maruti Suzuki, Swift VDi ,New Delhi,Diesel,"43,507 KM",White,Yes,2014,"4,75,000"
Jaguar, XF Petrol 2.0 ,New Delhi,Petrol,"17,000 KM",White,Yes,2014,"26,25,000"
Toyota, Innova 2.5 VX 8 STR BS IV ,New Delhi,Diesel,"82,425 KM",Silver,Yes,2011,"7,75,000"
Maruti Suzuki, Ciaz ZDi+ SHVS ,New Delhi,Diesel,"36,000 KM",White,Yes,2017,"8,60,000"
Maruti Suzuki, Ertiga ZDI BS IV(WITHOUT ALLOY) ,New Delhi,Diesel,"57,000 KM",White,Yes,2012,"4,75,000"
Audi, A6 3.0 TDI quattro Technology Pack ,New Delhi,Diesel,"90,000 KM",White,Yes,2012,"16,75,000"
Fiat, Linea Dynamic Diesel ,New Delhi,Diesel,"48,000 KM",Grey,Yes,2015,"5,90,000"
Hyundai, Verna Fluidic 1.4 CRDi EX ,New Delhi,Diesel,"40,000 KM",Grey,Yes,2014,"5,65,000"
Hyundai, Grand i10 Sportz 1.2 VTVT Kappa Petrol ,New Delhi,Petrol,"14,576 KM",Grey,Yes,2017,"4,70,000"
Honda, Amaze S MT Diesel ,New Delhi,Diesel,"48,224 KM",Silver,Yes,2013,"3,70,000"
Maruti Suzuki, Ertiga VXI BS IV ,New Delhi,Petrol,"29,248 KM",Silver,Yes,2016,"6,50,000"
Honda, Civic 1.8V MT Sunroof ,New Delhi,Petrol,"53,700 KM",Silver,Yes,2012,"5,25,000"
Maruti Suzuki, Ritz Vxi BS IV ,New Delhi,Petrol,"29,260 KM",Silver,Yes,2009,"2,10,000"
Toyota, Corolla Altis 1.8G ,New Delhi,Petrol,"53,000 KM",Silver,Yes,2012,"5,75,000"
Maruti Suzuki, SX4 ZXi ,New Delhi,Petrol,"70,384 KM",Silver,Yes,2007,"1,90,000"
Mahindra, XUV500 W6 4 X 2 ,New Delhi,Diesel,"15,000 KM",Silver,Yes,2013,"8,75,000"
Toyota, Innova 2.5 VX 8 STR BS IV ,New Delhi,Diesel,"76,678 KM",Silver,Yes,2010,"6,75,000"
Mahindra, Thar CRDe 4x4 AC ,New Delhi,Diesel,"38,000 KM",Green,Yes,2014,"6,25,000"
Maruti Suzuki, Baleno Delta Petrol ,New Delhi,Petrol,"14,000 KM",Red,Yes,2016,"6,10,000"
Maruti Suzuki, Zen Estilo LXi ,New Delhi,Petrol,"65,000 KM",Red,Yes,2008,"1,25,000"
Hyundai, i20 Sportz 1.2 BS IV ,New Delhi,Petrol,"73,769 KM",Grey,Yes,2013,"3,75,000"
Hyundai, Elite i20 1.4 U2 CRDI Sportz(O) Diesel ,New Delhi,Diesel,"38,021 KM",White,Yes,2015,"6,25,000"
Toyota, Etios G ,New Delhi,Petrol,"43,234 KM",Silver,Yes,2011,"3,25,000"
Maruti Suzuki, Swift Dzire ZDi BS IV ,New Delhi,Diesel,"65,834 KM",Gold,Yes,2010,"3,25,000"
Mahindra, XUV500 W8 4 X 2 ,New Delhi,Diesel,"41,266 KM",White,Yes,2014,"9,75,000"
Hyundai, Elite i20 1.2 Kappa VTVT Magna Petrol ,New Delhi,Petrol,"52,478 KM",Maroon,Yes,2014,"4,75,000"
Hyundai, i10 Sportz 1.2 ,New Delhi,Petrol,"47,634 KM",Grey,Yes,2013,"3,10,000"
Maruti Suzuki, Swift Dzire VXi ,New Delhi,Petrol+Cng,"60,362 KM",Silver,Yes,2009,"2,60,000"
Maruti Suzuki, Swift VDi ,New Delhi,Diesel,"62,259 KM",Silver,Yes,2012,"3,70,000"
Honda, Amaze E MT Diesel ,New Delhi,Diesel,"80,470 KM",Silver,Yes,2014,"4,10,000"
Maruti Suzuki, Ritz Lxi BS IV ,New Delhi,Petrol,"70,555 KM",Silver,Yes,2012,"2,60,000"
Hyundai, i20 Magna 1.4 CRDI ,New Delhi,Diesel,"73,500 KM",Gold,Yes,2011,"2,90,000"
Honda, City VX(O) 1.5L i-VTEC Sunroof ,New Delhi,Petrol,"28,000 KM",White,Yes,2016,"9,40,000"
Honda, Accord 2008 2.4 AT ,New Delhi,Petrol,"55,000 KM",Gold,Yes,2010,"5,25,000"
Volkswagen, Touareg 3.0 V6 TDI ,New Delhi,Diesel,"75,000 KM",Green,Yes,2009,"8,99,999"
Maruti Suzuki, Vitara Brezza ZDI ,New Delhi,Diesel,"16,000 KM",Red,Yes,2016,"9,00,000"
Audi, A6 2.0 TDI Premium+ ,New Delhi,Diesel,"45,000 KM",White,Yes,2014,"24,25,000"
Audi, Q7 3.0 TDI quattro Premium ,New Delhi,Diesel,"64,000 KM",Black,Yes,2012,"21,75,000"
Audi, Q5 2.0 TDI Quattro Premium+ ,New Delhi,Diesel,"42,000 KM",White,Yes,2014,"28,00,000"
Mercedes Benz, E Class 200 K Elegance ,New Delhi,Petrol,"59,500 KM",White,Yes,2013,"16,00,000"
BMW, 5 Series 520d Sedan ,New Delhi,Diesel,"60,000 KM",Grey,Yes,2012,"19,90,000"
Hyundai, i20 Magna 1.2 ,New Delhi,Petrol+Cng,"53,000 KM",White,Yes,2010,"2,75,000"
Mahindra, Scorpio SLE BS IV ,New Delhi,Diesel,"62,000 KM",White,Yes,2011,"5,15,000"
Skoda, Rapid Active 1.6 MPI MT ,New Delhi,Petrol,"59,421 KM",Silver,Yes,2014,"4,30,001"
Honda, Amaze S AT Petrol ,New Delhi,Petrol,"35,594 KM",White,Yes,2014,"4,50,000"
Honda, Brio S MT ,New Delhi,Petrol,"18,509 KM",Silver,Yes,2014,"3,70,000"
Honda, Brio S MT ,New Delhi,Petrol,"29,346 KM",Red,Yes,2014,"3,95,000"
Hyundai, Xcent 1.2L Kappa Dual VTVT 5-Speed Manual S ,New Delhi,Petrol,"32,786 KM",Red,Yes,2014,"3,95,000"
Hyundai, Grand i10 Magna 1.2 VTVT Kappa Petrol ,New Delhi,Petrol,"32,000 KM",Blue,Yes,2016,"4,10,000"
Hyundai, Grand i10 Sportz 1.2 VTVT Kappa Petrol ,New Delhi,Petrol,"29,754 KM",White,Yes,2016,"4,70,000"
Hyundai, Grand i10 Magna U2 1.2 CRDi ,New Delhi,Diesel,"22,336 KM",Grey,Yes,2015,"4,50,000"
Maruti Suzuki, Swift Dzire LDi ,New Delhi,Diesel,"40,664 KM",White,Yes,2013,"4,10,000"
Maruti Suzuki, Wagon R 1.0 MC LXI ,New Delhi,Petrol,"26,096 KM",Grey,Yes,2014,"3,05,001"
Maruti Suzuki, Wagon R 1.0 MC LXI ,New Delhi,Petrol,"42,816 KM",White,Yes,2013,"2,70,000"
Mercedes Benz, E Class E250 CDI Launch Edition ,New Delhi,Diesel,"29,000 KM",Silver,Yes,2014,"27,90,000"
Mercedes Benz, E Class E200 CGI Blue Efficiency ,New Delhi,Petrol,"44,000 KM",Brown,Yes,2014,"26,00,000"
Honda, City 1.5 S MT ,New Delhi,Petrol,"47,000 KM",Silver,Yes,2010,"3,55,000"
Maruti Suzuki, Swift VDi ,New Delhi,Diesel,"65,000 KM",White,Yes,2014,"4,50,000"
Hyundai, Verna Fluidic 1.6 VTVT ,New Delhi,Petrol,"85,000 KM",Gold,Yes,2013,"5,25,000"
Hyundai, Creta SX(O) 1.6 CRDI VGT ,New Delhi,Diesel,"30,000 KM",Silver,Yes,2016,"13,50,000"
Honda, City VX 1.5L i-VTEC ,New Delhi,Petrol,"28,000 KM",White,Yes,2016,"8,20,000"
Honda, City 1.5 S MT ,New Delhi,Petrol,"62,000 KM",Gold,Yes,2009,"3,35,000"
Honda, City VX(O) 1.5L i-VTEC Sunroof ,New Delhi,Petrol,"62,000 KM",White,Yes,2014,"6,90,000"
Honda, CR V 2.4 AT ,New Delhi,Petrol,"78,000 KM",White,Yes,2010,"7,90,000"
Honda, CR V 2.0 2WD AT ,New Delhi,Petrol,"70,000 KM",Silver,Yes,2014,"13,00,000"
Jeep, Compass Limited (O) 1.4 Petrol AT ,New Delhi,Petrol,"4,000 KM",Red,Yes,2018,"20,90,000"
Mercedes Benz, GLC 220 d ,New Delhi,Diesel,"11,000 KM",White,Yes,2017,"44,00,000"
Mercedes Benz, GL 350 CDI BlueEFFICIENCY ,New Delhi,Diesel,"69,000 KM",Black,Yes,2011,"21,00,000"
Renault, Duster RxL Diesel 85PS ,New Delhi,Diesel,"49,551 KM",Silver,Yes,2013,"5,15,000"
Maruti Suzuki, Wagon R LXI ,New Delhi,Petrol,"61,778 KM",Silver,Yes,2008,"1,25,000"
Maruti Suzuki, Swift Dzire VDi ,Kolkata,Diesel,"45,000 KM",Black,Yes,2011,"3,05,000"
Maruti Suzuki, Esteem VXi BS III ,Kolkata,Petrol,"39,600 KM",Gold,Yes,2007,"95,000"
Ford, EcoSport 1.5 Ti-VCT Ambiente (MT) Petrol ,Kolkata,Petrol,"51,000 KM",Orange,Yes,2014,"5,11,000"
Mahindra, XUV500 W8 FWD ,Kolkata,Diesel,"36,500 KM",Red,Yes,2013,"7,20,000"
Honda, Amaze VX MT Petrol ,Kolkata,Petrol,"23,500 KM",Black,Yes,2014,"3,50,000"
Maruti Suzuki, Swift Dzire LDi ,Kolkata,Diesel,"62,000 KM",Blue,Yes,2012,"3,50,000"
Hyundai, i20 Magna 1.2 ,Kolkata,Petrol,"47,000 KM",White,Yes,2010,"2,58,000"
Mahindra, Scorpio SLE BS IV ,Kolkata,Diesel,"55,000 KM",Black,Yes,2010,"4,40,000"
Maruti Suzuki, Alto LXI BS IV ,Kolkata,Petrol,"30,000 KM",Maroon,Yes,2011,"1,80,000"
Chevrolet, Beat LS Diesel ,Kolkata,Diesel,"40,000 KM",Black,Yes,2012,"1,60,000"
Hyundai, Getz GVS ,Kolkata,Petrol,"28,500 KM",Red,Yes,2007,"1,25,000"
Maruti Suzuki, Omni 8 STR BS II ,Kolkata,Petrol,"45,000 KM",Gold,No,2000,"75,000"
Maruti Suzuki, Wagon R 1.0 MC VXI ,Kolkata,Petrol,"42,000 KM",Blue,Yes,2011,"2,40,000"
Hyundai, i10 Magna 1.2 Kappa2 ,Kolkata,Petrol,"32,000 KM",Maroon,Yes,2015,"2,90,000"
Maruti Suzuki, Swift VDi ABS ,Kolkata,Diesel,"37,856 KM",Purple,Yes,2015,"4,48,000"
Maruti Suzuki, Zen Estilo LX ,Kolkata,Petrol,"88,000 KM",Red,Yes,2007,"1,25,000"
Maruti Suzuki, Swift DZire Tour LDi ,Kolkata,Diesel,"55,000 KM",White,Yes,2015,"4,10,000"
Maruti Suzuki, Omni 8 STR BS IV ,Kolkata,Petrol,"54,200 KM",White,No,2010,"1,20,000"
Hyundai, Getz Prime 1.3 GLS ,Kolkata,Petrol,"25,600 KM",Blue,Yes,2008,"1,30,000"
Hyundai, Eon Era + ,Kolkata,Petrol,"23,180 KM",Blue,Yes,2012,"2,00,000"
Hyundai, i10 Magna 1.2 ,Kolkata,Petrol,"28,000 KM",Blue,Yes,2009,"1,75,000"
Nissan, Sunny XV SPL Edition Diesel ,Kolkata,Diesel,"24,212 KM",Silver,Yes,2015,"4,41,101"
Mahindra, Quanto C4 ,Kolkata,Diesel,"32,000 KM",White,Yes,2013,"3,85,000"
Honda, Amaze S MT Diesel ,Kolkata,Diesel,"58,000 KM",Maroon,Yes,2013,"3,40,000"
Maruti Suzuki, Ritz Vdi BS IV ,Kolkata,Diesel,"36,000 KM",Silver,Yes,2009,"1,81,000"
Maruti Suzuki, Omni 8 STR BS III ,Kolkata,Petrol,"42,000 KM",White,No,2007,"1,10,000"
Mahindra, Xylo E8 BS IV ,Kolkata,Diesel,"52,000 KM",White,Yes,2012,"5,50,001"
Mahindra, Quanto C8 ,Kolkata,Diesel,"44,121 KM",Green,Yes,2013,"2,45,101"
Toyota, Innova 2.5 G (Diesel) 8 STR Euro3 ,Howrah,Diesel,"1,65,000 KM",Silver,Yes,2012,"7,25,000"
Mahindra, Bolero Power Plus ZLX ,Howrah,Diesel,"56,000 KM",White,Yes,2014,"6,00,000"
Hyundai, Grand i10 Sportz 1.2 VTVT Kappa Petrol ,Kolkata,Petrol,"10,000 KM",Grey,Yes,2016,"4,35,000"
Hyundai, Eon D-Lite + ,Kolkata,Petrol,"16,700 KM",Red,Yes,2014,"1,65,000"
Maruti Suzuki, Wagon R LXI ,Kolkata,Petrol,"47,000 KM",Blue,Yes,2009,"1,38,000"
Hyundai, Elite i20 1.2 Kappa VTVT Asta Petrol ,Kolkata,Petrol,"46,483 KM",Red,Yes,2015,"5,24,999"
Hyundai, Eon D-Lite + ,Kolkata,Petrol,"19,500 KM",Red,Yes,2013,"2,00,000"
Toyota, Etios GD ,Howrah,Diesel,"1,40,000 KM",Silver,Yes,2014,"3,80,000"
Maruti Suzuki, Wagon R 1.0 MC LXI ,Kolkata,Petrol,"33,000 KM",Grey,Yes,2013,"2,80,000"
Fiat, Grande Punto Emotion 1.3 ,Kolkata,Diesel,"90,000 KM",Blue,Yes,2009,"1,70,000"
Honda, Amaze S MT Diesel ,Kolkata,Diesel,"40,000 KM",White,Yes,2014,"3,90,000"
Honda, Amaze S MT Diesel ,Kolkata,Diesel,"40,000 KM",Maroon,Yes,2014,"4,10,000"
Volkswagen, Vento 1.6L MT Highline Diesel ,Kolkata,Diesel,"88,000 KM",White,Yes,2013,"3,50,000"
Mahindra, XUV500 W8 4 X 2 ,Kolkata,Diesel,"48,000 KM",Green,Yes,2012,"6,60,000"
Mahindra, XUV500 W8 4 X 2 ,Howrah,Diesel,"45,000 KM",Purple,Yes,2014,"8,20,000"
Honda, City 2014 V 1.5L i-DTEC ,Kolkata,Diesel,"58,000 KM",Beize,Yes,2014,"6,50,000"
Maruti Suzuki, Swift Dzire VDi ,Kolkata,Diesel,"45,000 KM",Black,Yes,2011,"3,05,000"
Maruti Suzuki, Esteem VXi BS III ,Kolkata,Petrol,"39,600 KM",Gold,Yes,2007,"95,000"
Ford, EcoSport 1.5 Ti-VCT Ambiente (MT) Petrol ,Kolkata,Petrol,"51,000 KM",Orange,Yes,2014,"5,11,000"
Mahindra, XUV500 W8 FWD ,Kolkata,Diesel,"36,500 KM",Red,Yes,2013,"7,20,000"
Honda, Amaze VX MT Petrol ,Kolkata,Petrol,"23,500 KM",Black,Yes,2014,"3,50,000"
Maruti Suzuki, Swift Dzire LDi ,Kolkata,Diesel,"62,000 KM",Blue,Yes,2012,"3,50,000"
Hyundai, i20 Magna 1.2 ,Kolkata,Petrol,"47,000 KM",White,Yes,2010,"2,58,000"
Mahindra, Scorpio SLE BS IV ,Kolkata,Diesel,"55,000 KM",Black,Yes,2010,"4,40,000"
Maruti Suzuki, Alto LXI BS IV ,Kolkata,Petrol,"30,000 KM",Maroon,Yes,2011,"1,80,000"
Chevrolet, Beat LS Diesel ,Kolkata,Diesel,"40,000 KM",Black,Yes,2012,"1,60,000"
Hyundai, Getz GVS ,Kolkata,Petrol,"28,500 KM",Red,Yes,2007,"1,25,000"
Maruti Suzuki, Omni 8 STR BS II ,Kolkata,Petrol,"45,000 KM",Gold,No,2000,"75,000"
Maruti Suzuki, Wagon R 1.0 MC VXI ,Kolkata,Petrol,"42,000 KM",Blue,Yes,2011,"2,40,000"
Hyundai, i10 Magna 1.2 Kappa2 ,Kolkata,Petrol,"32,000 KM",Maroon,Yes,2015,"2,90,000"
Maruti Suzuki, Swift VDi ABS ,Kolkata,Diesel,"37,856 KM",Purple,Yes,2015,"4,48,000"
Maruti Suzuki, Zen Estilo LX ,Kolkata,Petrol,"88,000 KM",Red,Yes,2007,"1,25,000"
Maruti Suzuki, Swift DZire Tour LDi ,Kolkata,Diesel,"55,000 KM",White,Yes,2015,"4,10,000"
Maruti Suzuki, Omni 8 STR BS IV ,Kolkata,Petrol,"54,200 KM",White,No,2010,"1,20,000"
Hyundai, Getz Prime 1.3 GLS ,Kolkata,Petrol,"25,600 KM",Blue,Yes,2008,"1,30,000"
Hyundai, Eon Era + ,Kolkata,Petrol,"23,180 KM",Blue,Yes,2012,"2,00,000"
Hyundai, i10 Magna 1.2 ,Kolkata,Petrol,"28,000 KM",Blue,Yes,2009,"1,75,000"
Nissan, Sunny XV SPL Edition Diesel ,Kolkata,Diesel,"24,212 KM",Silver,Yes,2015,"4,41,101"
Mahindra, Quanto C4 ,Kolkata,Diesel,"32,000 KM",White,Yes,2013,"3,85,000"
Honda, Amaze S MT Diesel ,Kolkata,Diesel,"58,000 KM",Maroon,Yes,2013,"3,40,000"
Maruti Suzuki, Ritz Vdi BS IV ,Kolkata,Diesel,"36,000 KM",Silver,Yes,2009,"1,81,000"
Maruti Suzuki, Omni 8 STR BS III ,Kolkata,Petrol,"42,000 KM",White,No,2007,"1,10,000"
Mahindra, Xylo E8 BS IV ,Kolkata,Diesel,"52,000 KM",White,Yes,2012,"5,50,001"
Mahindra, Quanto C8 ,Kolkata,Diesel,"44,121 KM",Green,Yes,2013,"2,45,101"
Toyota, Innova 2.5 G (Diesel) 8 STR Euro3 ,Howrah,Diesel,"1,65,000 KM",Silver,Yes,2012,"7,25,000"
Mahindra, Bolero Power Plus ZLX ,Howrah,Diesel,"56,000 KM",White,Yes,2014,"6,00,000"
Hyundai, Grand i10 Sportz 1.2 VTVT Kappa Petrol ,Kolkata,Petrol,"10,000 KM",Grey,Yes,2016,"4,35,000"
Hyundai, Eon D-Lite + ,Kolkata,Petrol,"16,700 KM",Red,Yes,2014,"1,65,000"
Maruti Suzuki, Wagon R LXI ,Kolkata,Petrol,"47,000 KM",Blue,Yes,2009,"1,38,000"
Hyundai, Elite i20 1.2 Kappa VTVT Asta Petrol ,Kolkata,Petrol,"46,483 KM",Red,Yes,2015,"5,24,999"
Hyundai, Eon D-Lite + ,Kolkata,Petrol,"19,500 KM",Red,Yes,2013,"2,00,000"
Toyota, Etios GD ,Howrah,Diesel,"1,40,000 KM",Silver,Yes,2014,"3,80,000"
